post_id,count,dw_page_sk,dw_eff_dt,page_path_tx,conf_page_path_tx,page_hier_lvl1_nm,parent_page_sk,http_return_cd,nldt_type_cd,page_vertical_tx,dw_last_updt_ts,dw_load_ts
"139495","2","339049","2015-05-27","blog/finance/advisorvoices/saving-on-state-income-tax-florida","blog/finance/advisorvoices/saving-on-state-income-tax-florida","Taxes","339049","301","N","Taxes","2016-07-18 04:17:23","2015-05-28 09:16:44"
"121601","1","343610","2015-07-13","blog/grad/default-student-loans","blog/grad/default-student-loans","Loans","343610","301","L","Loans","2016-07-18 04:17:23","2015-07-14 08:16:56"
"135079","1","348461","2015-08-11","blog/uncategorized/combine-life-insurance-long-term-care","blog/uncategorized/combine-life-insurance-long-term-care","Insurance","348461","301","L","Insurance","2016-07-18 04:17:23","2015-08-13 08:12:50"
"138057","1","349586","2015-08-12","blog/finance/money-nerd/senior-citizens/find-roommate-senior-citizen","blog/finance/money-nerd/senior-citizens/find-roommate-senior-citizen","Personal Finance","349586","301","L","Personal Finance","2016-07-18 04:17:23","2015-08-16 08:11:52"
"64498","2","996459","2015-08-13","search/undefined/blog/tips/responsible-for-debt-after-parents-death","search/undefined/blog/tips/responsible-for-debt-after-parents-death","Credit Cards","996459","404","L","Credit Cards","2016-07-18 04:17:23","2016-06-22 22:04:03"
"99939","8","349830","2015-08-13","blog/credit-cards/credit-card-basics/facts-about-zero-percent-apr-credit-cards","blog/credit-cards/credit-card-basics/facts-about-zero-percent-apr-credit-cards","Credit Cards","349830","301","L","Credit Cards","2016-07-18 04:17:23","2015-08-18 08:12:58"
"98215","1","349595","2015-08-14","blog/credit-cards/credit-card-basics/emv-cards-skimmed-magstripe-cards","blog/credit-cards/credit-card-basics/emv-cards-skimmed-magstripe-cards","Credit Cards","349595","200","N","Credit Cards","2016-07-18 04:17:23","2015-08-16 08:11:52"
"99508","1","600808","2015-08-14","blog/tips/debt-tips/long-fix-error-credit-report","blog/tips/debt-tips/long-fix-error-credit-report","Personal Finance","600808","301","L","Personal Finance","2016-07-18 04:17:23","2016-06-01 18:09:10"
"142822","5","361337","2015-09-03","blog/investing/homepage/presidential-candidates-won-popular-vote-lost-election-romney","blog/investing/homepage/presidential-candidates-won-popular-vote-lost-election-romney","Taxes","361337","301","N","Taxes","2016-07-18 04:17:23","2015-09-04 08:17:59"
"74689","33","995606","2015-09-09","search/undefined/blog/banking-faqs/how-do-i-get-cashiers-check","search/undefined/blog/banking-faqs/how-do-i-get-cashiers-check","Banking","995606","404","L","Banking","2016-07-18 04:17:23","2016-06-22 22:04:03"
"155573","2","371758","2015-09-17","blog/insurance/vehicle/comparison-tool-free-painless-car-insurance-quotes-save-drivers-hundreds","blog/insurance/vehicle/comparison-tool-free-painless-car-insurance-quotes-save-drivers-hundreds","Insurance","371758","301","L","Insurance","2016-07-18 04:17:23","2015-09-18 17:35:42"
"155792","9","370919","2015-09-17","blog/insurance/vehicle/how-to-fight-a-speeding-ticket","blog/insurance/vehicle/how-to-fight-a-speeding-ticket","Insurance","370919","301","L","Insurance","2016-07-18 04:17:23","2015-09-17 08:41:25"
"155524","1","370533","2015-09-17","blog/insurance/specialty/protect-your-bubble-worth-ave-group","blog/insurance/specialty/protect-your-bubble-worth-ave-group","Insurance","370533","301","N","Insurance","2016-07-18 04:17:23","2015-09-18 17:35:42"
"156009","1","372137","2015-09-17","blog/insurance/rental-car-insurance-2","blog/insurance/rental-car-insurance-2","Credit Cards","372137","301","L","Credit Cards","2016-07-18 04:17:23","2015-09-18 17:35:42"
"160127","1","512091","2015-09-30","blog/credit-cards/car-insurance-quotes-electric-cars","blog/credit-cards/car-insurance-quotes-electric-cars","Insurance","512091","301","L","Insurance","2016-07-18 04:17:23","2016-06-01 01:22:19"
"24275","2","189232","2011-08-18","blog/2011/univision-mastercard-read-this-before-applying","blog/2011/univision-mastercard-read-this-before-applying","Credit Cards","189232","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"74689","33","826439","2015-10-30","blog/category/banking/how-do-i-get-cashiers-check","blog/category/banking/how-do-i-get-cashiers-check","Banking","826439","404","L","Banking","2016-07-18 04:17:23","2016-06-22 22:04:03"
"246276","10","384744","2015-11-11","search/undefined/blog/banking/best-banks-international-travel","search/undefined/blog/banking/best-banks-international-travel","Banking","384744","404","D","Banking","2016-07-18 04:17:23","2015-11-13 08:58:04"
"179205","1","996021","2015-11-16","search/undefined/blog/health/2014/08/13/medical-bill-advocate","search/undefined/blog/health/2014/08/13/medical-bill-advocate","Health","996021","404","N","Health","2016-07-18 04:17:23","2016-06-22 22:04:03"
"179465","1","600224","2015-12-02","blog/prescriptions/advair-coupon","blog/prescriptions/advair-coupon","Health","600224","301","L","Health","2016-07-18 04:17:23","2016-06-01 18:09:10"
"178573","7","600207","2015-12-02","blog/obamacare/which-type-of-health-insurance","blog/obamacare/which-type-of-health-insurance","Health","600207","301","L","Health","2016-07-18 04:17:23","2016-06-01 18:09:10"
"163825","15","180536","2012-06-05","blog/education/10-fantastic-scholarships-women-returning-education","blog/education/10-fantastic-scholarships-women-returning-education","Loans","180536","301","L","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"137659","3","115941","2012-08-12","blog/finance/2012/pay-taxes-game-show-winnings","blog/finance/2012/pay-taxes-game-show-winnings","Personal Finance","115941","301","L","Personal Finance","2016-07-18 04:17:23","2015-03-07 03:51:35"
"163820","1","37526","2012-05-22","blog/education/federal-student-loan-interest-rate-timeline-events","blog/education/federal-student-loan-interest-rate-timeline-events","Loans","37526","301","N","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"7081","3","80613","2011-07-30","blog/2011/history-credit-card","blog/2011/history-credit-card","Credit Cards","80613","301","N","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"163752","1","37586","2011-11-17","blog/advice/types-credit-cards","blog/advice/types-credit-cards","Credit Cards","37586","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"7081","3","597401","2012-06-27","blog/blog/2011/02/history-credit-card","blog/blog/2011/02/history-credit-card","Credit Cards","597401","301","N","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
"163825","15","181006","2013-01-22","blog/nerdscholar/2012/10-fantastic-scholarships-women-returning-education","blog/nerdscholar/2012/10-fantastic-scholarships-women-returning-education","Loans","181006","301","L","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"31342","2","137198","2012-04-26","blog/2012/nerdwallets-top-picks-senior-checking","blog/2012/nerdwallets-top-picks-senior-checking","Banking","137198","404","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"163752","1","121313","2012-02-23","blog/education/types-credit-cards","blog/education/types-credit-cards","Credit Cards","121313","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"71827","1","150785","2014-04-26","blog/cities/best-places-homeownership-michigan","blog/cities/best-places-homeownership-michigan","Mortgages","150785","301","L","Mortgages","2016-07-18 04:17:23","2015-03-07 03:51:35"
"148459","15","200596","2014-05-15","blog/shopping/2014/5-things-didnt-know-fitbit-flex","blog/shopping/2014/5-things-didnt-know-fitbit-flex","Shopping","200596","301","D","Shopping","2016-07-18 04:17:23","2015-03-07 03:51:35"
"85229","3","110511","2014-09-17","blog/cities/economics/how-much-money-states-make-marijuana-legalization","blog/cities/economics/how-much-money-states-make-marijuana-legalization","Other","110511","301","N","Other","2016-07-18 04:17:23","2015-03-07 03:51:35"
"163867","4","600040","2014-11-05","blog/nerdscholar/2015/scholarships-for-hispanics","blog/nerdscholar/2015/scholarships-for-hispanics","Loans","600040","301","L","Loans","2016-07-18 04:17:23","2016-06-01 18:09:10"
"89281","3","118461","2014-11-17","blog/current-events-and-banking-industry-news/hidden-hazards-reloadable-debit-card-regulations","blog/current-events-and-banking-industry-news/hidden-hazards-reloadable-debit-card-regulations","Banking","118461","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"91601","4","118203","2014-12-29","blog/tips/rewards-credit-card-tips/compare-credit-cards-chase-freedom-chase-sapphire-preferred","blog/tips/rewards-credit-card-tips/compare-credit-cards-chase-freedom-chase-sapphire-preferred","Credit Cards","118203","301","D","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"165053","1","173788","2015-01-09","blog/nerdscholar/2015/fafsa-college-money-left-on-table","blog/nerdscholar/2015/fafsa-college-money-left-on-table","Loans","173788","301","N","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"165063","1","33224","2015-01-14","blog/nerdscholar/2015/scholarships-high-school-seniors","blog/nerdscholar/2015/scholarships-high-school-seniors","Loans","33224","301","L","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"150663","1","336765","2015-04-20","blog/shopping/2015/daily-deals-fitbit-zip-wireless-activity-tracker-sale","blog/shopping/2015/daily-deals-fitbit-zip-wireless-activity-tracker-sale","Shopping","336765","301","L","Shopping","2016-07-18 04:17:23","2015-04-21 11:11:24"
"150663","1","369400","2015-04-20","blog/shopping/daily-deals/daily-deals-fitbit-zip-wireless-activity-tracker-sale","blog/shopping/daily-deals/daily-deals-fitbit-zip-wireless-activity-tracker-sale","Shopping","369400","200","L","Shopping","2016-07-18 04:17:23","2015-09-15 08:23:58"
"156535","1","340704","2015-06-04","blog/insurance/2015/06/09/survey-consumer-fears-self-driving-cars","blog/insurance/2015/06/09/survey-consumer-fears-self-driving-cars","Insurance","340704","301","L","Insurance","2016-07-18 04:17:23","2015-06-06 09:16:22"
"121243","5","341272","2015-06-10","blog/tips/credit-score/mortgage-rates-credit-score","blog/tips/credit-score/mortgage-rates-credit-score","Mortgages","341272","301","L","Mortgages","2016-07-18 04:17:23","2015-06-12 09:16:54"
"89281","3","995935","2015-06-29","search/undefined/blog/debit-cards/hidden-hazards-reloadable-debit-card-regulations","search/undefined/blog/debit-cards/hidden-hazards-reloadable-debit-card-regulations","Banking","995935","404","L","Banking","2016-07-18 04:17:23","2016-06-22 22:04:03"
"106708","2","348811","2015-08-13","blog/cities/lifestyle/best-school-districts-california-2015","blog/cities/lifestyle/best-school-districts-california-2015","Other","348811","301","N","Other","2016-07-18 04:17:23","2015-08-14 08:12:39"
"138265","13","349490","2015-08-15","blog/finance/money-nerd/getting-out-of-debt/money-saving-fail-4-reasons-not-to-take-dave-ramseys-financial-advice","blog/finance/money-nerd/getting-out-of-debt/money-saving-fail-4-reasons-not-to-take-dave-ramseys-financial-advice","Investing","349490","301","N","Investing","2016-07-18 04:17:23","2015-08-16 08:11:52"
"81674","1","350679","2015-08-19","blog/credit-cards/credit-score/moving-hurt-credit-score","blog/credit-cards/credit-score/moving-hurt-credit-score","Personal Finance","350679","301","L","Personal Finance","2016-07-18 04:17:23","2015-08-20 08:18:08"
"63029","14","350417","2015-08-19","blog/credit-cards/credit-score/credit-card-cancelled-due-inactivity","blog/credit-cards/credit-score/credit-card-cancelled-due-inactivity","Credit Cards","350417","301","N","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59"
"138661","1","353177","2015-08-26","blog/finance/money-nerd/saving-more-money/bath-tubs-showers-home-renovation","blog/finance/money-nerd/saving-more-money/bath-tubs-showers-home-renovation","Personal Finance","353177","301","L","Personal Finance","2016-07-18 04:17:23","2015-08-27 08:18:45"
"178981","1","512349","2015-12-02","blog/diseases/sti-gonorrhea-chlamydia-syphilis","blog/diseases/sti-gonorrhea-chlamydia-syphilis","Health","512349","301","N","Health","2016-07-18 04:17:23","2016-06-01 01:22:19"
"106708","2","393918","2016-01-13","blog/mortgages/best-school-districts-california-2015","blog/mortgages/best-school-districts-california-2015","Other","393918","200","N","Other","2016-07-18 04:17:23","2016-01-14 06:20:56"
"63378","14","395899","2016-01-28","blog/finance/credit-score/long-wait-credit-card-applications","blog/finance/credit-score/long-wait-credit-card-applications","Credit Cards","395899","301","L","Credit Cards","2016-07-18 04:17:23","2016-01-29 05:56:02"
"68916","2","791808","2016-02-01","search/undefined/blog/credit-cards/foreign-transaction-fee","search/undefined/blog/credit-cards/foreign-transaction-fee","Credit Cards","791808","404","L","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
"155420","36","502295","2016-03-20","blog/insurance/auto/allstate-geico-progressive-state-farm-comparison","blog/insurance/auto/allstate-geico-progressive-state-farm-comparison","Insurance","502295","301","D","Insurance","2016-07-18 04:17:23","2016-03-21 07:16:15"
"165993","1","396807","2016-07-15","blog/banking/rushcard-prepaid-debit-card-frozen-accounts","blog/banking/rushcard-prepaid-debit-card-frozen-accounts","Banking","396807","200","N","Banking","2016-07-18 04:17:23","2016-02-07 06:01:11"
"134883","1","394762","2016-07-15","blog/mortgages/managing-your-mortgage/heloc-reasons-picking-right-lender-matters","blog/mortgages/managing-your-mortgage/heloc-reasons-picking-right-lender-matters","Mortgages","394762","200","L","Mortgages","2016-07-18 04:17:23","2016-01-27 05:57:19"
"161056","1","377673","2016-07-15","blog/investing/free-financial-training","blog/investing/free-financial-training","Investing","377673","200","D","Investing","2016-07-18 04:17:23","2015-10-03 08:24:02"
"9637","5","142025","2011-07-29","blog/2011/netfirstplatinum-com-credit-card-scam","blog/2011/netfirstplatinum-com-credit-card-scam","Credit Cards","142025","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"163886","3","600113","2013-01-22","blog/nerdscholar/nerdwallets-top-10-scholarships-children-veterans","blog/nerdscholar/nerdwallets-top-10-scholarships-children-veterans","Loans","600113","301","L","Loans","2016-07-18 04:17:23","2016-06-01 18:09:10"
"143454","2","196938","2013-09-16","blog/investing/2013/brokerage-commissions-fees","blog/investing/2013/brokerage-commissions-fees","Investing","196938","301","L","Investing","2016-07-18 04:17:23","2015-03-07 03:51:35"
"31036","1","88932","2012-04-18","blog/2012/wyndham-credit-card-whats-catch","blog/2012/wyndham-credit-card-whats-catch","Credit Cards","88932","301","D","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"2417","1","597337","2012-06-27","blog/blog/2010/12/11/score-75000-aadvantage-miles-now","blog/blog/2010/12/11/score-75000-aadvantage-miles-now","Credit Cards","597337","301","L","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
"9637","5","597472","2012-06-27","blog/blog/2011/04/netfirstplatinum-com-credit-card-scam","blog/blog/2011/04/netfirstplatinum-com-credit-card-scam","Credit Cards","597472","301","L","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
"9637","5","596642","2012-02-03","blog//2011//netfirstplatinum-com-credit-card-scam","blog//2011//netfirstplatinum-com-credit-card-scam","Credit Cards","596642","301","L","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
